SegID	Urdu	Turk_Translation_1	Turk_Translation_2	Turk_Translation_3	Turk_Translation_4	Bigram_Lprob1	Trigram_Lprob1	Penalty_Short1	Penalty_Long1	Edit_Distance1	Average_TER1	Bigram_mismatch_percentage1	Trigram_mismatch_percentage1	Worker_Bigram_Lprob1	Worker_Trigram_Lprob1	Worker_Penalty_Short1	Worker_Penalty_Long1	Worker_Edit_Distance1	Worker_Average_TER1	Worker_Bigram_mismatch_percentage1	Worker_Trigram_mismatch_percentage1	IsEnglishNative1	IsUrduNative1	LocationIndia1	LocationPakistan1	YearSpeakingEnglish1	YearSpeakingUrdu1	Bigram_Lprob2	Trigram_Lprob2	Penalty_Short2	Penalty_Long2	Edit_Distance2	Average_TER2	Bigram_mismatch_percentage2	Trigram_mismatch_percentage2	Worker_Bigram_Lprob2	Worker_Trigram_Lprob2	Worker_Penalty_Short2	Worker_Penalty_Long2	Worker_Edit_Distance2	Worker_Average_TER2	Worker_Bigram_mismatch_percentage2	Worker_Trigram_mismatch_percentage2	IsEnglishNative2	IsUrduNative2	LocationIndia2	LocationPakistan2	YearSpeakingEnglish2	YearSpeakingUrdu2	Bigram_Lprob3	Trigram_Lprob3	Penalty_Short3	Penalty_Long3	Edit_Distance3	Average_TER3	Bigram_mismatch_percentage3	Trigram_mismatch_percentage3	Worker_Bigram_Lprob3	Worker_Trigram_Lprob3	Worker_Penalty_Short3	Worker_Penalty_Long3	Worker_Edit_Distance3	Worker_Average_TER3	Worker_Bigram_mismatch_percentage3	Worker_Trigram_mismatch_percentage3	IsEnglishNative3	IsUrduNative3	LocationIndia3	LocationPakistan3	YearSpeakingEnglish3	YearSpeakingUrdu3	Bigram_Lprob4	Trigram_Lprob4	Penalty_Short4	Penalty_Long4	Edit_Distance4	Average_TER4	Bigram_mismatch_percentage4	Trigram_mismatch_percentage4	Worker_Bigram_Lprob4	Worker_Trigram_Lprob4	Worker_Penalty_Short4	Worker_Penalty_Long4	Worker_Edit_Distance4	Worker_Average_TER4	Worker_Bigram_mismatch_percentage4	Worker_Trigram_mismatch_percentage4	IsEnglishNative4	IsUrduNative4	LocationIndia4	LocationPakistan4	YearSpeakingEnglish4	YearSpeakingUrdu4	
bbc_urd_20090102.0020__1	فرانس کی تجویز کی حمایت	Support of France's Recommendation	Support for the Proposal of France	French Proposal Endorsed	French Proposal Supported	14.9893	15.6105	19.0476190476	0.0	3.75	77.0833333333	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.9107	14.1849	19.0476190476	0.0	3.75	66.6666666667	83.3333333333	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.1976	53.5665	42.8571428571	0.0	2.75	68.75	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.6573	11.9542	40.4761904762	0.0	2.75	72.0833333333	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bbc_urd_20090102.0020__2	کمیٹی کا اجلاس جمعہ کے روز پارلیمنٹ ہاؤس میں کمیٹی کے چیئرمین مشاہد حسین سید کی سربراہی میں ہوا جس میں حکو مت کو یہ تجویز دی گئی کہ وہ امدادی اشیاء کے علاوہ تمام سیاسی جماعتوں کے نمائندوں کا ایک پارلیمانی وفد فلسطین بھیجے۔	The Committee meeting was held in Parliament House on Friday under the direction of Committee Chairman Mushahid Hussain Sayed, wherein it was recommended to the government that, in addition to sending relief supplies, it should also send a parliamentary delegation of the representatives of all political parties to Palestine.	A Meeting of the Committee was held, headed by Mushahid Hussain, in the Parliament House on Friday in which a proposal was submitted to the government that, besides relief goods, a delegation of parliamentarians comprised of representatives from all political parties should also be sent to Palestine.	The Committee met on Friday at Parliament House under the leadership of Committee Chairman Mushahid Hussain Syed, whereat it was proposed to the government that besides relief goods, a parliamentary delegation comprising of representatives of all the political parties should be sent to Palestine.	The committee's meeting was held on Friday at the Parliament House under the chairmanship of Committee Chairman Mushahid Hussain. The Committee proposed to the government to send a parliamentary delegation comprised of represenatives of all parties to Palestine, in addition to sending relief items.	357.789	359.298	18.5	0.0	26.25	58.2918017057	35.8490566038	54.7169811321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	204.626	198.602	24.75	0.0	28.5	62.0579722431	42.3076923077	61.5384615385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	456.587	453.637	25.75	0.0	21.5	79.0566192336	46.8085106383	63.829787234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196.892	198.916	25.25	0.0	27.25	61.3020030003	44.6808510638	68.085106383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bbc_urd_20090102.0020__3	اجلاس کے بعد میڈیا کے نمائندوں سے گفتگو کرتے ہوئے مشاہد حسین سید نے کہا کہ کمیٹی نے فرانس کی طرف سے دی جانے والی تجویز کا خیرمقدم کیا ہے جس میں کہا گیا ہے کہ اسرائیل فوری طور پر جنگ بندی  کرے اور اس کے علاوہ غزہ میں متاثرہ افراد کے لیے امدادی کاموں کی اجازت دے۔	After the meeting, Mushahid Hussain Sayed, while talking to the representative of the media, said the Committee has welcomed France's recommendation that Israel immediately call a ceasefire and permit relief activities for victims in Gaza.	After the meeting, while talking to the media, Mushahid Hussain Sayed said that the Committee has welcomed the proposal of France in which it has been said that Israel should implement the ceasefire immediately, and, besides that, it should allow relief activities to be carried out for the affected people in Gaza.	Talking to the media representatives after the meeting, Mushahid Hussain Syed said that the Committee welcomed the French proposal which states that Israel should observe immediate ceasefire and in addition, allow relief activities for the effected people of Gaza.	Talking to media representatives after the meeting, Mushahid Hussain Syed said that the Committee welcomed the French proposal, which urged Israel to announce an immediate ceasefire and allow access for relief activities in the war-torn areas of Gaza.	279.855	279.94	48.4913793103	0.0	26.5	61.3886778116	42.5	82.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	223.141	223.443	32.1120689655	0.0	27.75	58.1746031746	34.4827586207	62.0689655172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	345.264	343.881	43.1034482759	0.0	20.0	74.7686592367	50.0	80.9523809524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	188.937	188.956	45.9051724138	0.0	22.25	54.5983198244	39.0243902439	80.487804878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bbc_urd_20090102.0020__4	انہوں نے اسرائیل کی طرف سے فسلطینیوں پر حملے کو انسانیت کے خلاف جرم قرار دیتے ہوئے کہا کہ تمام ممالک کو ان حملوں کی مذمت کرنی چاہیے	Declaring Israel's attack on Palestinians a crime against humanity, he said that all countries should condemn these attacks.	While declaring the Israeli attack on Palestinians a crime against humanity, he said that all countries should deplore these attacks.	Declaring Israeli attack on Palestinians as crime against humanity, he said that all countries should condemn these attacks	While terming the Israeli attacks on the Palestinians as crimes against humanity, he said that all countries should condemn these attacks.	104.17	105.815	47.2340425532	0.0	4.25	53.9567099567	38.0952380952	57.1428571429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.1038	53.5084	43.4042553191	0.0	4.25	45.2857142857	36.3636363636	68.1818181818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131.208	133.294	47.6595744681	0.0	4.25	57.3658008658	31.5789473684	57.8947368421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0536	45.3571	41.2765957447	0.0	5.25	44.6363636364	39.1304347826	56.5217391304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bbc_urd_20090102.0020__5	مشاہد حسین نے دنیا کے ممالک کے دوہرے معیار کو تنقید کا نشانہ بناتے ہوئے کہا کہ جو لوگ دہشت گردی کے خلاف بات کرتے ہیں لیکن وہ اب اسرائیل کی طرف سے فلسطینیوں پر ہونے والے حملوں پر کیوں خاموش ہیں۔	Targeting his criticism against their double standard, Mushahid Hussain questioned the silence of those who speak out against terrorism about Israel's attacks on Palestinians.	Mushahid Hussain, while criticizing the double standards of the countries of the world, asked why those who talk against terrorism are silent about the Israeli attacks on Palestinians.	Criticizing double-standards of the international community, Mushahid Hussain questioned as to why countries that speak against terrorism are now silent on the Israeli attacks on Palestinians.	Criticizing the double-standards of the world nations, Mushahid Hussain asked why countries that speak out against terrorism are silent about the Israeli strikes on the Palestinians.	219.28	221.92	49.2753623188	0.0	14.75	57.0363466915	44.4444444444	81.4814814815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	158.643	160.486	46.6666666667	0.0	14.75	82.8335832084	25.8064516129	64.5161290323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	252.623	252.612	44.347826087	0.0	12.5	62.1713154041	39.2857142857	78.5714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	172.271	173.945	47.2463768116	0.0	12.0	58.6159140507	46.4285714286	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bbc_urd_20090102.0020__6	خارجہ امور کے بارے میں سینیٹ کی قائمہ کمیٹی کے چیئرمین نے فسلطین کے مسلے پر اُمت مسلہ کے لیڈروں کے سردمہر روئیے کو بھی تنقید کا نشانہ بنایا۔	The Chairman of the Senate Standing Committee on Foreign Affairs also criticized the apathetic behavior of Muslim leaders on the problem in Palestine.	The Chairman of the Senate's Standing Committee on Foreign Affairs also criticized the cold attitude of the leaders of the Muslim world on the issue of Palestine.	Chairman of the Senate's Standing Committee for External Affairs also criticized the indifferent attitude of Muslim leaders towards the Palestine issue.	The Senate Chairman of the Standing Committee on Foreign Affairs also criticized the lukewarm reaction of Muslim leaders regarding the Palestinian issue.	112.33	114.533	40.4761904762	0.0	7.0	60.2278545827	70.8333333333	83.3333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.1192	75.0752	35.7142857143	0.0	8.75	104.96031746	55.1724137931	72.4137931034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	160.061	160.231	39.6825396825	0.0	8.0	65.3993855607	69.5652173913	95.652173913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.564	119.963	39.2857142857	0.0	7.75	75.6912442396	65.2173913043	95.652173913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bbc_urd_20090102.0020__7	انہوں نے کہا کہ کمیٹی نے اس اُمید کا اظہار کیا ہے کہ امریکہ کے نومنتخب صدر بارک اُبامہ اپنی حکومت کے پہلے ایک سو دنوں کے دوران مسلم اُمہ سے خطاب کریں گے تاکہ امریکہ اور مسلم اُمہ کے درمیان پیدا ہونے والی خلیج کو ختم کیا جاسکے۔	He said that the committee is hopeful that the newly elected American president Barack Obama will address the Muslim world during his first 100 days in office so that the gulf between America and the Muslim world can be bridged.	He said that the Committee has shown hopes that the newly-elected President of America, Barack Obama, will address to the Muslim World in his first 100 days so that the gap created between America and the Muslim world could be eliminated.	He said that the Committee expressed hope that America's newly elected president, Barack Obama, will address the Muslim community during his first one hundred days of government in order to bridge the gap between America and the Muslim community.	He said that the Committee expressed hope that newly-elected US President Barack Obama would address the Muslim community in the first 100 days after taking office in order to bridge the gap between the Muslim world and the United States.	232.822	234.46	43.5643564356	0.0	16.25	53.4831600275	34.1463414634	63.4146341463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	189.023	186.138	41.0891089109	0.0	17.5	64.9736555682	45.4545454545	72.7272727273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	253.928	253.888	39.1089108911	0.0	16.25	68.8560298728	37.2093023256	72.0930232558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.964	99.2736	41.0891089109	0.0	18.0	51.4722185992	41.4634146341	65.8536585366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bbc_urd_20090102.0020__8	مشاہد حسین سید نے کہا کہ مسلم اُمہ اور مغرب کے درمیان پیدا ہونے والے خلاء کو پُر کرنے کے لیے نہ صرف ہنگامی اقدامات کیے جائیں بلکہ کشمیر اور فلسطین جیسے دیرینہ مسائل حل کیے جائیں۔	Mushahid Hussain Sayed said that, not only should emergency steps be taken to fill the gap between the Muslim world and the West, but also old problems like those of Kashmir and Palestine should also be solved.	Mushahid Hussain Sayed said that not only emergency measures should be taken to fill the gap between the West and the Muslim world, but also the long-standing issues like Kashmir and Palestine should be resolved.	Mushahid Hussain Syed said that not only should urgent steps be taken to bridge the gap between the Muslim community and the West but longstanding issues like Kashmir and Palestine should also be resolved.	He said that not only should urgent steps be taken to bridge the gap between the Muslim world and the West, but festering issues like Palestine and Kashmir should also be resolved.	231.068	230.788	34.375	0.0	10.25	58.4405834406	37.5	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	218.887	217.343	33.75	0.0	11.5	67.2354497354	35.1351351351	67.5675675676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	251.714	253.736	35.9375	0.0	8.5	56.9546332046	42.8571428571	65.7142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	190.166	190.549	43.75	0.0	9.75	56.1611611612	41.1764705882	64.7058823529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bbc_urd_20090102.0020__9	خارجہ امور کے وزیر مملکت ملک عماد خان نے کمیٹی کو بتایا کہ وہ اسلامی ملکوں کی تنظیم کے وزراء خارجہ کے اجلاس میں شرکت کے لیے سعودی عرب جا رہے ہیں۔	Malik Amad Khan, Minister of State for Foreign Affairs, told the Committee that he is going to Saudi Arabia to attend the meeting of foreign ministers for the Organization of Islamic Countries.	The Minister of State for Foreign Affairs Malik Ahmad Khan told the Committee that he was going to Saudi Arabia to attend the conference of the Council of Foreign Ministers of the Organization of the Islamic Conference.	The Minister of State for Foreign Affairs, Malik Emad Khan, informed the Committee that he is leaving for Saudi Arabia to attend the foreign ministers' meeting of the Organization of the Islamic Conference.	Minister of State for Foreign Affairs Malik Ammad Khan told the Committee that he would go to Saudi Arabia to attend the foreign ministers' meeting of the Islamic Organization Conference.	141.086	143.992	25.4826254826	0.0	13.0	54.4913419913	62.8571428571	71.4285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139.622	136.872	15.444015444	0.0	11.5	57.9880952381	68.4210526316	81.5789473684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	218.728	220.544	20.4633204633	0.0	11.0	59.8787878788	67.5675675676	83.7837837838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.211	107.269	27.7992277992	0.0	11.0	65.9880952381	65.625	81.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bbc_urd_20090102.0020__10	یہ ہنگامی  اجلاس  اسرائیل کی طرف سے فسلطین پر ہونے والے حملوں  کے نتیجے میں طلب کیا گیا ہے۔ انہوں نے کہا کہ فلسطین کے مسلے سے باخبر ہے اور اس ضمن میں حکومت دوسرے ملکوں کے لیڈروں کے ساتھ رابطے میں ہے۔	This emergency meeting has been called as a result of Israel's attacks on Palestine. He said that the government is aware of the Palestine issue and is in contact with the leaders of other countries about it.	This emergency meeting has been called in response to the Israeli attacks on Palestine. He said that the government is aware of the Palestine issue and is in touch with the leaders of the other countries.	This urgent meeting has been called as a result of Israeli attacks on Palestine. He said is aware of the Palestine issue and the government is in touch with the leaders of other countries in this regards.	The emergency meeting of the Committee was convened to discuss the Israeli offensive against Palestine. He said that the Committee is aware of the Palestinian issue and that the government is in contact with world leaders in this regard.	216.926	219.379	41.0764872521	0.0	11.25	57.025862069	25.641025641	46.1538461538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.382	118.161	42.209631728	0.0	11.0	65.1528213166	24.3243243243	43.2432432432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	213.435	215.221	42.209631728	0.0	12.25	59.696969697	26.3157894737	47.3684210526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.649	120.335	32.8611898017	0.0	16.5	65.0483281087	35.0	57.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
