dew_urd_20090131.0002__9	اقوام متحدہ کی مدد سےعراق میں صوبائی انتخابات منعقد کرائے جارہے ہیں اور تقریباً آٹھ سو بین الاقوامی مبصرین انتخابی عمل کا جائزہ لے رہے ہیں۔	with the help of United Nations starting provisional election in Iraq and almost 800 international observer investigate this election.	Provincial elections are being held in Iraq With the help of United Nations and approximate 800 international correspondents will monitor the elections.	The state elections are being held with help from the United Nations and almost 800 international supervisors are overlooking the elections.	n/a	-59.1982	-62.5394	-54.1659	-42.7141	-57.1628	-59.9128	-52.5158	-42.7141
mhr_urd_20090107.0007__1	یوم عاشور آج پورے ایران میں یوم عاشور اورسید الشہداء حضرت امام حسین (ع) کی عظیم قربانی کی یاد عزت و احترام سے منائی گئی	Yaom-e-Ashora:The day of Aashora and the great sacrifice of Hazrat Imam Hussain was celebrated with respect in Iran today.	Today, the Day of Aashura was celebrated throughout Iran in remembrance, respect and honor of the great sacrifice of the chief of all martyrs, Imam Hussain.	Today is celebrated as Ashoora day all over Iran with high reverence and piety and with the remembrance of the Leader of martyrs Imam Hazrat Husaian.	Youm e Ashura; Youm e Ashura was observed with reverence and fervor in the whole of Iran commemorating the great sacrifice of Syed-us-Shohadaa Hazrat Imam Hussain (AS).	-209.375	-196.501	-269.205	-459.753	-210.975	-196.927	-270.914	-460.966
mhr_urd_20090107.0007__2	مہر خبررساں ایجنسی کی رپورٹ کے مطابق ایران کے دارالحکومت تہران سمیت تمام چھوٹے بڑے شہروں میں سید الشہداء حضرت امام حسین (ع) کی عزاداری بڑی عقیدت و احترام کے ساتھ منائی گئی اس موقع پر مؤمنین نے مجالس عزا اور جلوسوں میں بڑی تعداد میں شرکت کی اور نبی مکرم (ص) کو ان کے اہلبیت (ع)کی شہادت کی مناسبت سے تعزیت پیش کی آج پورا ایران فرزند نبی مکرم (ص) حضرت امام حسین (ع) کی کربلا کے میدان میں عظیم الشان قربانی کی یاد میں عزادار و سوگوار ہے مؤمنین نےسید الشہداء حضرت امام حسین (ع)کی کربلا کے میدان میں بے مثال قربانی کی یاد تازہ کی اور بڑے پیمانے پر عزاداری کی مجالس اور جلوسوں میں شرکت کی۔	According to an export news reporter contained capital of Iran Tahran in all small and big cities the day of Syed-u-shuhada was celebrated with respect and at this event a large number of Shea participated in majalis-e-uzza and gatherings in large numbers and said excuse to nabi pak sallalaho alaehe wassallam at the event of his son shadat.And the hole day was spent by Shea to this event of Syedushuhada in giving his life for Islam and it was renewed and participated in gatherings at large level.	According to Mehr news agency, All small and large cities including the capital city of Tehran witnessed the celebration of this day in the respect of the chief of martyrs, Imam Husain, with great respect and honor. On this occasion, the believers gathered in great numbers in such honorary gatherings and remembered the deaths of the Holy Prophet (PBUH) and his family members. Today, the whole country of Iran is mourning the great sacrifice of the martyrdom of the Prophet's grandson, Imam Hussain in the battle field of Karbala. The believers are remembering this unmatched sacrifice and attending such large honorary gatherings in its honor.	According to Mahar news agency,in all small and big cities including Tehran, the capital of Iran, people mourned the sacrifice of Hazrat Imam Husain (Peace be upon him), the leader of martyrs. Huge crowds attended the mourning processions and meetings. Due respects and condolence were given to the Ahlu Baith (the Prophet's (PBUH) inheritors).The whole Iran observed with great sorrow and lamentation the supreme martyrdom in the Karbala battleground of the Prophet's grandson, Imam Hazrat Husain (PBUH).The true believers cherished the memory of the unique sacrifice of Hazrat Imam Husain in Karbala. Large crowds attended the condolence meetings and processions.	Mehr News Agency reported that in all major and minor cities including Tehran, the capital city of Iran, the mourning of Syed-us-Shohadaa Hazrat Imam Hussain (AS) was observed with veneration and devotion. A large number of believers attended these mourning gatherings and processions, paying their condolences to The Prophet (S) on the martyrdom of his family members. Today the whole of Iran is grieved and sorrowful on the great sacrifice of the Prophet’s Grandson Hazrat Imam Hussain (AS) in the field of Karbala. The believers recollected the great sacrifice of Syed-us-Shohadaa Hazrat Imam Hussain (AS) in the field of Karbala and took part in gatherings and processions on a large scale.	-623.675	-632.244	-1208.17	-1058.16	-630.813	-630.759	-1208.52	-1052.33
mhr_urd_20090111.0010__1	غزہ عجلین علاقہ سے اسرائیلی فوجیوں کی پسپائی // فلسطینی مجاہدین کی بے مثال استقامت	the defeat of Israelian from ghaza Ajlin area//Exampleless straightness of freedom fighters sf Falastin	Retreat of Israeli soldiers from Ajleen province of Gaza, unmatched forbearance of Palestinian soldiers.	Israeli troops' retreat from Gaza Corridor. Stern defense put up by Palestine fighters.	Gaza, Israeli soldiers area of the Mujahideen repulse // Palestinian example of fidelity	-300.387	-127.105	-65.7472	-91.0804	-300.162	-126.616	-66.2065	-92.3102
mhr_urd_20090111.0010__2	مہر خبررساں ایجنسی کی اردو سروس کے مطابق غزہ میں حق وباطل کے معرکہ کے سولہویں دن بھی اسرائيل کی طرف سے شہری آبادی پروحشیانہ بمباری جاری رہی ، غزہ پر اسرائیل کے فضائی ، زمینی اور بحری حملوں میں اب تک 880 افراد شہید اور 3700 فلسطینی زخمی ہوگئے ہیں	According to urdu service of an expert news reporter agency, the cruel bombing was continued on citizen area by Israel in the fight between right and wrong.There are 880 Falastini persons have been murdered and 3700 injured in Israel attacks air,earth and sea.	According to the Urdu service of Mehr news agency, even on the 16th day of the fight between truth and falsehood in Gaza, there was beastly bombing by the Israel on the city population of Gaza, by the use of air, land and naval attacks, due to which 880 people have died so far.	According to Mahar news reports of Urdu service,even on the 16th day of the battle between good and evil, the Israeli troops showered bombs on the city dwellers. 880 people have so far martyred in the land-sky-sea attack of the Israeli troops and 3700 Palestines have been severely injured.	The Mehr news agency, according to the Urdu service in Gaza وباطل right of the battle of the Chinese nature day by Israel پروحشیانہ City population bombing, the Gaza Strip by Israeli air, ground and naval attacks in the 3700 880 people were killed and Palestinians have been injured.	-323.287	-203.692	-361.188	-303.132	-324.544	-205.43	-363.02	-304.036
mhr_urd_20090111.0010__3	شہداء میں 275 معصوم بجے بھی شامل ہیں جو عرب رہنماؤں کی غداری اور بین الاقوامی انسانی حقوق کی نام نہاد تنظیموں پر مسکراتے ہوئے موت کی آغوش میں سوگئے ہیں۔	In shuhada 275 innocent children contain also which dead smiling at faithlessness of Arab leaders and only named organization which are international human rights organizations.	Among the martyred are 275 innocent children, who have slept in the lap of death, smiling at the deception of the leaders of Arab countries and of so called human rights organisations.	The martyrs include 275 innocent children. They embraced death smiling at the faces of deceitful Arab leaders and the organizations pretending to be working for international human rights.	In at 275 innocent martyrs also included the Arab leaders and the doors of the international human rights organizations so-called on the death, in the fold.	-200.738	-96.4362	-131.848	-111.301	-201.62	-95.882	-132.735	-112.824
mhr_urd_20090111.0010__4	آج غزہ کے کفن بردوش مجاہدوں نے عجین علاقہ سے اسرائیلی فوجیوں کو پسپا ہونے پر مجبور کردیا اور ایمان و شہادت کی طاقت کے سہارے شاندار پائداری و استقامت کا مظاہرہ کررہے ہیں اور صہیونی دشمن پر قافیہ حیات کو تنگ کررہے ہیں	Today the having grave clothes freedom fighters forced the Israelian forces to go back from the area of Ajeen and showing the glorious straightness with the power of the faith and shahadat and making the life close on non Muslims.	Today, the always ready to die, Mujahids of Ajeen province have defeated the Israeli army, with the power of faith and martyrdom, and a show of amazing forbearance and steadfastness, tightening the collar of life, around the necks of the Zionist enemies.	The Israeli troops were forced to leave Ujain in Gaza today because of the strong resistance of the masked Palestine soldiers. They exhibited magnificent defense with the help of their strong faith and desire for sacrifice. They engage in a do or die battle against the Zionist enemies.	Gaza today, the shrouds massacre of Israeli troops pulled the forced the martyrdom, faith and the power of 44 Grand stand and are demonstrate the enemy and Israeli assonance Hayat are so	-266.538	-318.36	-229.542	-255.037	-267.589	-317.43	-226.757	-256.093
mhr_urd_20090111.0010__5	اگر مصری صدر حسنی نامبارک کی غداری نہ ہوتی تو حماس کے غیور اور بہادر مجاہد اسرائيل کو کب سے شکست سے دور چار کردیا ہوتا لیکن اسرائیلی محاصرے کے ساتھ ساتھ مصر نے بھی مسلمان فلسطینیوں کا محاصرہ کررکھا ہے جو عرب تاریخ کا سب سے المناک واقعہ ہے	If there were the faithlessness of Misri president Hasani Namubarak not in being then enthusiastic freedom fighters of Hammas had defeated Israel soon but the cruel is this that with Israeian blockader Misr has also limiting Falastini Muslims which is the bad being of Arab history.	If it were not for the deception of Egyptian president, Hasani (not) Mubarak, the brave and loyal Hamas Mujahids would have defeated Israel a long while ago, but apart from the Israeli siege, the Egyptians have also placed Palestinian Muslima under siege, which is the saddest story of Arab history.	But for the treacherous stand of the Egyptian President Husni Mubarak, the brave and solid fighters of Hamas would have thrown the Israeli troops into the pit of shameful defeat. Unfortunately, the Egyptian Muslims also keep the Palestines under siege along with the Israeli troops. It is the most tragic incident in the history of Arabia.	If the Egyptian President Hosny unlucky not to the doors of HAMAS, upright and Bahadur Mujahid Israel when the defeat of the four, but the with Israeli siege of Egypt, Muslim sectarian siege of the Palestinians, which is the most Arab history sad incident.	-449.387	-312.28	-241.912	-221.488	-450.138	-313.214	-240.146	-221.65
mhr_urd_20090111.0010__6	ادھر سعودی عرب اور اردن کی حکومتیں بھی اسرائيل کو سیاسی ، اقتصادی مدد بہم پہنچا رہی ہیں اور غزہ کے نہتے مسلمانوں کے ساتھ غداری کرکے اسرائیلیوں کا ساتھ دے رہی ہیں	Here Saudi Arabia and Urdan governments are also helping Israel and doing faithlessness with Muslims and giving company to Israelians.	Here, the Saudi Arabian and Jordanian governments are giving the Israeli government political and economic support, and are helping Israel by deceiving the helpless Muslims of Gaza.	There can be seen that Saudi Arabia and Udar government extends political as well as financial assistance to Israel. Similarly, they join hands with Israel to deceive the Musalmans of Gaza who are put in unending miseries.	Meanwhile, Saudi Arabia and Jordan to Israel also governments political, economic assistance to help the Gaza Strip, and with the unarmed Muslims treachery with the Israelis and are	-171.203	-82.9009	-216.145	-82.4506	-173.817	-80.515	-212.572	-84.3741
mhr_urd_20090112.0002__1	باراک اوبامہ امریکہ ایران کے ساتھ نئی حکمت عملی اپنائے گا	Barak Obam will do a new policy with Iran.	Barack Obama: America will use a new policy towards Iran.	Barak Obama and America weave new evil strategies against Iran.	New Strategy will be used with the Iran, said the United States of America.	-63.9204	-101.861	-82.2016	-32.6219	-63.5961	-102.124	-82.277	-31.1375
